,Unnamed: 0,Time,Seconds,Pitch,Roll,Yaw,X-Pos,Y-Pos,Z-Pos
0,186,2023-01-18 18:48:03.149679,27.74,-9.0,1.0,-12.0,-48.0,-21.0,78.0
1,187,2023-01-18 18:48:03.302077,27.91,-7.0,2.0,-14.0,-48.0,-21.0,78.0
2,188,2023-01-18 18:48:03.442468,28.04,-7.0,2.0,-14.0,-48.0,-20.0,77.0
3,189,2023-01-18 18:48:03.594482,28.2,-7.0,2.0,-15.0,-48.0,-21.0,77.0
4,190,2023-01-18 18:48:03.727373,28.34,-8.0,1.0,-13.0,-48.0,-21.0,77.0
5,191,2023-01-18 18:48:03.866743,28.47,-7.0,1.0,-16.0,-48.0,-21.0,78.0
6,192,2023-01-18 18:48:04.028834,28.63,-6.0,1.0,-16.0,-48.0,-20.0,77.0
7,193,2023-01-18 18:48:04.192244,28.8,-8.0,2.0,-15.0,-48.0,-21.0,77.0
8,194,2023-01-18 18:48:04.323338,28.93,-8.0,1.0,-16.0,-48.0,-21.0,77.0
9,195,2023-01-18 18:48:04.498403,29.06,-7.0,1.0,-16.0,-47.0,-20.0,76.0
10,196,2023-01-18 18:48:04.657466,29.26,-7.0,1.0,-16.0,-47.0,-20.0,76.0
11,197,2023-01-18 18:48:04.824122,29.42,-7.0,2.0,-14.0,-48.0,-21.0,77.0
12,198,2023-01-18 18:48:05.019762,29.59,1.0,3.0,-17.0,-48.0,-21.0,77.0
13,199,2023-01-18 18:48:05.191308,29.79,13.0,2.0,-20.0,-49.0,-23.0,79.0
14,200,2023-01-18 18:48:05.366048,29.95,16.0,3.0,-19.0,-49.0,-24.0,81.0
15,201,2023-01-18 18:48:05.524107,30.12,20.0,4.0,-19.0,-49.0,-24.0,81.0
16,202,2023-01-18 18:48:05.678034,30.28,24.0,5.0,-19.0,-50.0,-25.0,82.0
17,203,2023-01-18 18:48:05.806049,30.41,25.0,5.0,-18.0,-49.0,-25.0,81.0
18,204,2023-01-18 18:48:05.974991,30.54,24.0,7.0,-20.0,-49.0,-24.0,81.0
19,205,2023-01-18 18:48:06.105515,30.71,18.0,4.0,-17.0,-48.0,-23.0,79.0
20,206,2023-01-18 18:48:06.275951,30.84,9.0,3.0,-19.0,-47.0,-22.0,76.0
21,207,2023-01-18 18:48:06.469612,31.07,-0.0,1.0,-18.0,-47.0,-21.0,75.0
22,208,2023-01-18 18:48:06.603242,31.2,-9.0,2.0,-22.0,-46.0,-20.0,75.0
23,209,2023-01-18 18:48:06.764383,31.37,-12.0,2.0,-20.0,-46.0,-19.0,74.0
24,210,2023-01-18 18:48:06.912158,31.5,-19.0,2.0,-22.0,-46.0,-19.0,74.0
25,211,2023-01-18 18:48:07.067702,31.67,-27.0,1.0,-22.0,-46.0,-18.0,74.0
26,212,2023-01-18 18:48:07.226927,31.83,-32.0,2.0,-23.0,-46.0,-17.0,74.0
27,213,2023-01-18 18:48:07.348687,31.96,-37.0,5.0,-25.0,-45.0,-17.0,73.0
28,214,2023-01-18 18:48:07.497993,32.1,-40.0,6.0,-25.0,-45.0,-16.0,73.0
29,215,2023-01-18 18:48:07.653180,32.26,-40.0,6.0,-25.0,-46.0,-17.0,74.0
30,216,2023-01-18 18:48:07.802057,32.39,-37.0,5.0,-25.0,-46.0,-17.0,74.0
31,217,2023-01-18 18:48:07.980585,32.56,-31.0,3.0,-21.0,-46.0,-17.0,73.0
32,218,2023-01-18 18:48:08.119752,32.72,-25.0,2.0,-21.0,-46.0,-18.0,74.0
33,219,2023-01-18 18:48:08.283705,32.89,-14.0,2.0,-14.0,-47.0,-20.0,76.0
34,220,2023-01-18 18:48:08.416669,33.02,-8.0,3.0,-17.0,-47.0,-20.0,76.0
35,221,2023-01-18 18:48:08.548897,33.15,-7.0,3.0,-17.0,-47.0,-21.0,76.0
36,222,2023-01-18 18:48:08.679363,33.28,-1.0,3.0,-17.0,-47.0,-21.0,77.0
37,223,2023-01-18 18:48:08.816177,33.42,4.0,2.0,-17.0,-48.0,-22.0,77.0
