,Unnamed: 0,Time,Seconds,Pitch,Roll,Yaw,X-Pos,Y-Pos,Z-Pos
0,261,2023-01-18 19:08:45.041995,25.93,-9.0,5.0,-18.0,-43.0,-19.0,71.0
1,262,2023-01-18 19:08:45.140436,26.03,-7.0,5.0,-17.0,-43.0,-19.0,71.0
2,263,2023-01-18 19:08:45.240118,26.13,-8.0,6.0,-19.0,-43.0,-19.0,71.0
3,264,2023-01-18 19:08:45.337980,26.23,-10.0,6.0,-18.0,-43.0,-18.0,71.0
4,265,2023-01-18 19:08:45.438958,26.33,-17.0,6.0,-20.0,-43.0,-18.0,71.0
5,266,2023-01-18 19:08:45.536695,26.43,-16.0,6.0,-20.0,-43.0,-19.0,71.0
6,267,2023-01-18 19:08:45.635971,26.53,-18.0,6.0,-20.0,-43.0,-18.0,70.0
7,268,2023-01-18 19:08:45.734362,26.63,-16.0,6.0,-21.0,-43.0,-19.0,71.0
8,269,2023-01-18 19:08:45.833370,26.73,-18.0,7.0,-22.0,-42.0,-18.0,70.0
9,270,2023-01-18 19:08:45.964674,26.86,-16.0,7.0,-21.0,-42.0,-18.0,70.0
10,271,2023-01-18 19:08:46.073736,26.96,-17.0,6.0,-20.0,-42.0,-18.0,70.0
11,272,2023-01-18 19:08:46.162214,27.05,-16.0,6.0,-20.0,-42.0,-18.0,70.0
12,273,2023-01-18 19:08:46.261270,27.15,-15.0,5.0,-19.0,-43.0,-18.0,70.0
13,274,2023-01-18 19:08:46.360353,27.25,-15.0,5.0,-18.0,-43.0,-18.0,70.0
14,275,2023-01-18 19:08:46.459062,27.35,-15.0,5.0,-18.0,-43.0,-19.0,71.0
15,276,2023-01-18 19:08:46.558895,27.45,-14.0,5.0,-18.0,-43.0,-19.0,71.0
16,277,2023-01-18 19:08:46.657443,27.55,-8.0,6.0,-20.0,-43.0,-19.0,71.0
17,278,2023-01-18 19:08:46.756693,27.65,-9.0,6.0,-21.0,-43.0,-19.0,71.0
18,279,2023-01-18 19:08:46.857034,27.75,-8.0,6.0,-19.0,-43.0,-19.0,71.0
19,280,2023-01-18 19:08:46.954562,27.85,-9.0,6.0,-21.0,-43.0,-18.0,70.0
20,281,2023-01-18 19:08:47.053778,27.95,-9.0,6.0,-21.0,-42.0,-18.0,70.0
21,282,2023-01-18 19:08:47.152654,28.05,-9.0,6.0,-21.0,-42.0,-18.0,70.0
22,283,2023-01-18 19:08:47.252765,28.15,-9.0,6.0,-21.0,-42.0,-18.0,70.0
23,284,2023-01-18 19:08:47.350721,28.24,-9.0,6.0,-22.0,-42.0,-18.0,70.0
24,285,2023-01-18 19:08:47.449738,28.34,-10.0,6.0,-22.0,-42.0,-18.0,70.0
