Time,Pitch,Roll,Yaw,X-Pos,Y-Pos,Z-Pos
2023-01-18 18:47:35.445748,0.1,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:37.332598,1.99,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:37.432583,2.09,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:37.526045,2.18,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:37.593758,2.25,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:37.691103,2.34,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:37.757121,2.41,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:37.856067,2.51,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:37.924489,2.58,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:37.987842,2.64,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:38.054411,2.71,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:38.153537,2.81,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:38.218727,2.87,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:38.284944,2.94,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:38.351435,3.01,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:38.417510,3.07,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:38.484240,3.14,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:38.549529,3.2,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:38.648436,3.3,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:38.714472,3.37,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:38.780538,3.43,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:38.879142,3.53,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:38.945110,3.6,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.043554,3.7,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.110788,3.76,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.176008,3.83,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.242309,3.9,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.308038,3.96,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.374650,4.03,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.472413,4.13,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.537666,4.19,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.636426,4.29,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.702860,4.36,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.768757,4.42,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.835107,4.49,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.933775,4.59,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:39.999913,4.65,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:40.066244,4.72,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:40.131375,4.79,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:40.231107,4.88,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:40.296253,4.95,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:40.362945,5.02,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:40.429319,5.08,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:40.494871,5.15,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:40.561275,5.21,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:40.626866,5.28,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:40.693097,5.35,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:40.759125,5.41,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:40.858533,5.51,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:47:40.924777,5.58,[0. 0. 0. 0. 0. 0.]
