Time,Pitch,Roll,Yaw,X-Pos,Y-Pos,Z-Pos
0,79.1531764554316,170.255991234318,5.14368390793486,65.562233,912.838074,409.783417
0.003,79.1800874100877,170.277837842155,5.15463743843789,65.556953,912.816833,409.780792
0.006,79.1881811485895,170.272917531882,5.1516565721137,65.550491,912.794067,409.773926
0.008,79.1770613548978,170.267623988145,5.14217672618684,65.544151,912.771606,409.759399
0.011,79.1868805502206,170.266140614303,5.14758072263436,65.533829,912.744141,409.749786
0.014,79.2028821443928,170.271548553186,5.15190256312184,65.534195,912.725891,409.742065
0.017,79.2045200939046,170.276028546109,5.14630570178349,65.523071,912.699707,409.725128
0.019,79.2044122071788,170.271246203278,5.14831815560686,65.513023,912.666809,409.715393
0.022,79.2169008962034,170.281948972421,5.14841820604064,65.507431,912.642151,409.712494
0.025,79.2128029097662,170.271906734975,5.14447483753555,65.498123,912.613647,409.701874
0.028,79.208673114645,170.271785233453,5.13856325476106,65.489777,912.58252,409.691589
0.031,79.2232790377427,170.274368802607,5.14669039353875,65.485184,912.554871,409.686615
0.033,79.224546512809,170.277479148877,5.14903497457886,65.470764,912.524475,409.676422
0.036,79.2376243632591,170.272504987713,5.15430543371653,65.447426,912.486816,409.668152
0.039,79.2407350008849,170.267428894342,5.14935711181187,65.446167,912.449097,409.660583
0.042,79.2263166142166,170.275031131054,5.16155659600335,65.432343,912.403687,409.643982
0.044,79.2148097922838,170.278395918658,5.15602384246124,65.417603,912.36145,409.635315
0.047,79.2252064020445,170.27491763756,5.15376869874373,65.411049,912.318115,409.62735
0.05,79.2256703913188,170.276278789488,5.14852766003031,65.401932,912.283875,409.615204
0.053,79.2268911528077,170.281586831048,5.1517247827531,65.39901,912.237244,409.609497
0.056,79.2269281780609,170.278359741584,5.15217035954854,65.385124,912.201843,409.613953
0.058,79.211902003009,170.257592064477,5.13328859938491,65.365417,912.137573,409.591888
0.061,79.2089720234415,170.266696842349,5.12389764411509,65.35627,912.088928,409.580933
0.064,79.2165367531383,170.259041352072,5.12430981799026,65.343216,912.041809,409.580231
0.067,79.1993068414438,170.265398276908,5.11694507188484,65.335258,911.993347,409.578888
0.069,79.1908958909386,170.262461099804,5.11239741201152,65.322586,911.946594,409.574219
0.072,79.1982533153496,170.261685825644,5.11006198142063,65.317383,911.894775,409.570618
0.075,79.2048249842799,170.271682373034,5.10913170347128,65.302773,911.835999,409.570679
0.078,79.2059411456993,170.279147857092,5.10204184685458,65.297287,911.783386,409.561829
0.081,79.2004480979609,170.27526570876,5.10443959386776,65.292603,911.723755,409.566681
0.083,79.2060259246813,170.288056400736,5.1053941736872,65.280449,911.660034,409.563477
0.086,79.2031034011731,170.285684831299,5.09553592372905,65.269569,911.59198,409.560089
