Time,Pitch,Roll,Yaw,X-Pos,Y-Pos,Z-Pos
2023-01-18 18:35:34.499054,0.09,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:34.622389,2.22,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:34.717722,2.31,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:34.784613,2.38,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:34.848793,2.45,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:34.914468,2.51,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:34.980702,2.58,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.045920,2.64,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.112637,2.71,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.178520,2.78,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.244480,2.84,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.310618,2.91,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.376500,2.97,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.442809,3.04,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.508866,3.11,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.574807,3.17,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.641255,3.24,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.707080,3.3,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.773504,3.37,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.838859,3.44,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.904840,3.5,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:35.970806,3.57,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.036886,3.63,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.102553,3.7,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.169180,3.77,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.234696,3.83,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.301047,3.9,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.367078,3.96,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.432836,4.03,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.499405,4.1,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.565378,4.16,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.631644,4.23,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.697366,4.29,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.763685,4.36,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.829336,4.43,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.895261,4.49,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:36.961315,4.56,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:37.026627,4.62,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:37.093517,4.69,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:37.159502,4.76,[0. 0. 0. 0. 0. 0.]
2023-01-18 18:35:37.225632,4.82,[0. 0. 0. 0. 0. 0.]
