Time,Pitch,Roll,Yaw,X-Pos,Y-Pos,Z-Pos
22.4,[ -20.    6.  -20.   86.    2. -349.]
22.49,[ -19.    7.  -24.   60.    2. -255.]
22.6,[ -19.   10.  -30.   79.    4. -359.]
22.67,[ -18.   11.  -33.   51.    3. -247.]
22.77,[ -14.   11.  -36.   57.    6. -288.]
22.87,[ -13.   12.  -40.   53.    6. -285.]
22.97,[ -17.   14.  -40.   44.    7. -251.]
23.07,[ -14.   14.  -42.   46.    8. -259.]
23.17,[ -15.   14.  -43.   43.    8. -248.]
23.27,[ -14.   14.  -42.   44.    9. -260.]
23.33,[ -15.   15.  -43.   43.    9. -264.]
23.43,[ -12.   13.  -41.   41.    9. -251.]
23.5,[ -13.   15.  -42.   44.    9. -265.]
23.6,[ -16.   11.  -35.   37.    6. -212.]
23.66,[ -15.    9.  -34.   50.    7. -268.]
23.8,[ -14.    7.  -33.   43.    5. -223.]
23.87,[ -14.    8.  -35.   46.    6. -240.]
23.97,[ -14.    7.  -33.   46.    6. -238.]
24.07,[ -17.    8.  -30.   40.    6. -197.]
24.13,[ -15.    6.  -27.   50.    7. -235.]
24.26,[ -14.    7.  -26.   37.    5. -162.]
24.37,[ -12.    8.  -26.   44.    5. -176.]
24.47,[ -10.    7.  -23.   45.    4. -166.]
24.57,[  -5.    8.  -21.   49.    4. -171.]
24.67,[  -4.    7.  -19.   57.    4. -186.]
24.77,[  -1.    8.  -16.   63.    3. -199.]
24.87,[  -1.    9.  -14.   62.    2. -193.]
24.96,[   0.    9.  -12.   66.    1. -201.]
25.05,[  -1.    9.   -9.   75.    1. -225.]
25.13,[   2.    9.  -13.   75.   -0. -226.]
25.23,[   2.   10.  -13.   74.   -1. -227.]
25.33,[   3.    9.  -12.   75.   -2. -230.]
25.46,[   5.    8.  -11.   84.   -3. -263.]
25.57,[   4.    8.  -10.   83.   -4. -265.]
25.66,[   5.    7.   -6.   79.   -4. -255.]
25.77,[   5.    6.   -9.   84.   -5. -279.]
25.87,[   6.    6.   -9.   80.   -5. -268.]
25.96,[   6.    6.   -6.   83.   -6. -282.]
26.03,[   8.    5.   -8.   68.   -5. -237.]
26.1,[   6.    5.   -9.   68.   -6. -242.]
26.2,[   7.    4.   -7.   67.   -6. -241.]
26.33,[   8.    4.   -8.   73.   -7. -267.]
26.4,[   9.    5.   -4.   66.   -7. -241.]
26.53,[   7.    4.   -6.   76.   -9. -284.]
26.63,[   7.    4.   -5.   71.   -9. -269.]
26.73,[   8.    3.   -5.   65.   -9. -248.]
26.83,[   9.    3.   -4.   65.  -10. -251.]
26.93,[   9.    3.   -6.   71.  -11. -274.]
27.03,[  10.    3.   -5.   71.  -12. -277.]
27.13,[  10.    3.   -5.   70.  -12. -276.]
27.23,[  11.    1.   -7.   69.  -13. -275.]
27.33,[  12.    2.   -6.   63.  -13. -253.]
27.43,[  11.    1.   -8.   69.  -15. -277.]
27.53,[  10.    1.  -10.   64.  -15. -261.]
27.63,[  11.    0.   -9.   61.  -15. -247.]
27.73,[  12.    0.   -9.   65.  -16. -265.]
27.85,[  15.    0.   -8.   60.  -15. -244.]
27.93,[  17.    0.  -10.   60.  -16. -242.]
28.03,[  18.    0.  -12.   60.  -16. -243.]
28.13,[  18.   -0.  -11.   63.  -17. -255.]
28.2,[  20.   -1.  -12.   65.  -18. -266.]
28.33,[  20.   -1.  -13.   65.  -18. -266.]
28.4,[  22.   -1.  -14.   65.  -18. -264.]
28.53,[  20.    0.  -11.   61.  -18. -249.]
28.62,[  22.   -1.  -12.   61.  -18. -248.]
28.69,[  23.   -0.  -13.   63.  -19. -256.]
28.82,[  25.    0.  -12.   60.  -18. -246.]
28.89,[  25.   -1.  -13.   63.  -19. -258.]
29.02,[  25.   -1.  -12.   64.  -19. -258.]
29.13,[  25.   -1.  -13.   60.  -18. -246.]
29.23,[  25.   -1.  -14.   66.  -20. -268.]
29.33,[  27.    0.  -12.   60.  -18. -244.]
29.43,[  26.    0.  -11.   61.  -19. -246.]
29.53,[  26.   -0.  -11.   63.  -19. -254.]
29.6,[  25.    0.  -10.   63.  -19. -256.]
29.73,[  21.   -0.  -11.   66.  -19. -267.]
29.83,[  19.    0.   -8.   61.  -17. -249.]
29.93,[  15.   -0.   -9.   62.  -17. -253.]
30.03,[  13.   -0.   -8.   61.  -15. -250.]
30.1,[  12.   -1.   -8.   62.  -14. -253.]
30.23,[  11.   -0.   -7.   57.  -10. -233.]
30.3,[   6.   -0.   -7.   67.  -10. -272.]
30.43,[   4.   -0.   -5.   56.   -6. -224.]
30.5,[   5.    1.   -6.   64.   -5. -254.]
30.63,[   2.    1.   -4.   54.   -3. -213.]
30.76,[   1.    1.   -4.   59.   -2. -229.]
30.86,[  -2.    2.   -5.   59.   -1. -228.]
30.97,[  -0.    1.   -5.   60.    1. -231.]
31.06,[  -1.    1.   -4.   62.    1. -238.]
31.17,[  -1.    2.   -4.   59.    2. -228.]
31.26,[  -3.    1.   -3.   64.    3. -243.]
31.37,[  -5.    1.   -5.   64.    4. -246.]
31.47,[  -5.    1.   -5.   61.    4. -234.]
31.56,[  -9.    1.   -4.   62.    4. -239.]
31.63,[ -10.    1.   -4.   65.    3. -249.]
31.77,[ -12.    1.   -4.   60.    2. -229.]
31.83,[ -12.    2.   -5.   65.    3. -248.]
31.93,[ -12.    2.   -3.   58.    2. -219.]
32.03,[ -12.    2.   -3.   58.    2. -217.]
32.13,[ -13.    2.   -3.   67.    3. -246.]
32.19,[ -14.    1.   -3.   65.    2. -237.]
32.33,[ -17.    2.   -6.   65.    0. -232.]
32.39,[ -17.    1.   -4.   70.   -0. -247.]
32.49,[ -18.    2.   -6.   64.   -1. -226.]
32.6,[ -17.    1.   -6.   68.   -1. -237.]
32.73,[ -17.    2.   -7.   67.   -1. -232.]
32.83,[ -17.    1.   -6.   67.   -1. -228.]
32.89,[ -18.    2.   -6.   76.   -1. -255.]
33.0,[ -17.    2.   -5.   61.   -1. -206.]
33.1,[ -18.    2.   -6.   69.   -1. -232.]
33.2,[ -17.    1.   -7.   72.   -1. -242.]
33.33,[ -15.    1.   -4.   68.    0. -230.]
33.43,[ -15.    0.   -6.   68.    2. -234.]
33.53,[ -15.   -0.   -5.   76.    4. -261.]
33.6,[ -13.    0.   -4.   75.    5. -261.]
33.73,[ -11.    1.   -4.   67.    7. -241.]
33.8,[ -11.    0.   -3.   65.    7. -233.]
33.93,[  -7.    1.   -4.   71.   10. -260.]
34.03,[  -4.    1.   -4.   67.   11. -248.]
34.13,[  -3.    1.   -4.   61.   10. -229.]
34.23,[  -1.    2.   -5.   65.   11. -242.]
34.33,[   2.    1.   -4.   64.   11. -241.]
34.43,[   5.    2.   -4.   62.   10. -233.]
34.52,[   8.    2.   -4.   70.   12. -262.]
34.63,[   9.    2.   -5.   67.   11. -256.]
34.73,[  10.    2.   -4.   68.   10. -261.]
34.79,[  10.    1.   -7.   63.    8. -248.]
34.89,[  12.    1.   -7.   66.    7. -263.]
35.0,[  13.    1.  -10.   72.    5. -289.]
35.09,[  13.   -1.  -18.   86.    4. -363.]
35.2,[  16.   -1.  -26.   75.    4. -342.]
35.29,[  17.   -5.  -36.   72.    3. -354.]
35.36,[  21.   -4.  -38.   41.    1. -210.]
35.49,[  28.   -5.  -40.   46.    0. -240.]
35.59,[  27.   -4.  -40.   47.   -0. -241.]
35.68,[0. 0. 0. 0. 0. 0.]
35.74,[0. 0. 0. 0. 0. 0.]
35.81,[0. 0. 0. 0. 0. 0.]
35.87,[0. 0. 0. 0. 0. 0.]
35.91,[0. 0. 0. 0. 0. 0.]
35.96,[  15.    2.  -30.   50.   -4. -254.]
36.03,[   7.    1.  -35.   52.   -3. -253.]
36.13,[   5.    3.  -34.   47.   -2. -223.]
36.19,[  13.   -1.  -25.   51.   -1. -229.]
36.33,[  11.    2.  -16.   45.   -2. -192.]
36.44,[   7.    2.  -10.   53.   -2. -210.]
36.53,[   7.    2.   -8.   56.   -1. -219.]
36.63,[   7.    3.   -6.   59.    0. -226.]
36.69,[   7.    3.   -4.   63.    2. -238.]
36.83,[   8.    3.   -4.   62.    2. -233.]
36.92,[   5.    2.   -2.   60.    3. -225.]
37.03,[   3.    2.   -3.   61.    5. -229.]
37.13,[   5.    3.    0.   56.    6. -209.]
37.22,[   3.    2.    2.   63.    7. -232.]
37.33,[   2.    2.    2.   66.    8. -244.]
37.39,[   2.    2.    2.   60.    7. -225.]
37.49,[  -0.    2.    1.   66.    8. -246.]
37.59,[   1.    2.    1.   65.    7. -244.]
37.7,[   0.    1.    1.   64.    7. -244.]
37.76,[   0.    1.    0.   62.    7. -235.]
37.89,[  -1.    0.    2.   60.    7. -229.]
37.99,[  -1.    0.    0.   63.    7. -244.]
38.06,[   0.    0.    1.   61.    7. -237.]
38.2,[  -0.    0.    0.   63.    8. -245.]
38.29,[   2.    1.   -0.   61.    7. -236.]
38.4,[  -0.    0.    1.   60.    7. -234.]
38.49,[  -0.    0.    1.   59.    7. -228.]
38.6,[   2.    0.    1.   64.    7. -245.]
38.69,[   1.    1.    2.   59.    6. -228.]
38.76,[   0.    0.    1.   59.    6. -227.]
38.86,[   0.    0.    1.   62.    7. -235.]
